id;date_time;type_consumption;id_restaurant;id_customer
1;2023-06-13 15:01:56.204509;delivery;7;3
2;2023-06-13 15:00:56.204509;restaurant;2;19
3;2023-06-13 14:59:56.204509;restaurant;5;17
4;2023-06-13 14:58:56.204509;delivery;5;1
5;2023-06-13 14:57:56.204509;delivery;10;19
6;2023-06-13 14:56:56.204509;delivery;4;20
7;2023-06-13 14:55:56.204509;delivery;1;6
8;2023-06-13 14:54:56.204509;restaurant;8;7
9;2023-06-13 14:53:56.204509;delivery;8;17
10;2023-06-13 14:52:56.204509;restaurant;4;8
11;2023-06-13 14:51:56.204509;restaurant;4;11
12;2023-06-13 14:50:56.204509;delivery;2;4
13;2023-06-13 14:49:56.204509;restaurant;6;10
14;2023-06-13 14:48:56.204509;restaurant;1;6
15;2023-06-13 14:47:56.204509;delivery;10;16
16;2023-06-13 14:46:56.204509;restaurant;6;10
17;2023-06-13 14:45:56.204509;delivery;9;7
18;2023-06-13 14:44:56.204509;delivery;9;10
19;2023-06-13 14:43:56.204509;delivery;3;8
20;2023-06-13 14:42:56.204509;restaurant;1;1
21;2023-06-13 14:41:56.204509;restaurant;3;20
22;2023-06-13 14:40:56.204509;restaurant;1;3
23;2023-06-13 14:39:56.204509;delivery;3;17
24;2023-06-13 14:38:56.204509;delivery;3;8
25;2023-06-13 14:37:56.204509;delivery;1;15
26;2023-06-13 14:36:56.204509;delivery;7;7
27;2023-06-13 14:35:56.204509;restaurant;6;5
28;2023-06-13 14:34:56.204509;delivery;1;18
29;2023-06-13 14:33:56.204509;delivery;1;10
30;2023-06-13 14:32:56.204509;delivery;9;14
31;2023-06-13 14:31:56.204509;restaurant;10;19
32;2023-06-13 14:30:56.204509;restaurant;2;4
33;2023-06-13 14:29:56.204509;delivery;4;10
34;2023-06-13 14:28:56.204509;delivery;9;17
35;2023-06-13 14:27:56.204509;delivery;10;9
36;2023-06-13 14:26:56.204509;delivery;8;15
37;2023-06-13 14:25:56.204509;restaurant;1;10
38;2023-06-13 14:24:56.204509;restaurant;7;4
39;2023-06-13 14:23:56.204509;restaurant;6;5
40;2023-06-13 14:22:56.204509;restaurant;8;5
41;2023-06-13 14:21:56.204509;delivery;10;16
42;2023-06-13 14:20:56.204509;restaurant;8;13
43;2023-06-13 14:19:56.204509;delivery;6;18
44;2023-06-13 14:18:56.204509;restaurant;5;7
45;2023-06-13 14:17:56.204509;restaurant;9;6
46;2023-06-13 14:16:56.204509;restaurant;2;15
47;2023-06-13 14:15:56.204509;delivery;3;18
48;2023-06-13 14:14:56.204509;delivery;1;18
49;2023-06-13 14:13:56.204509;restaurant;3;2
50;2023-06-13 14:12:56.204509;restaurant;3;12
51;2023-06-13 14:11:56.204509;delivery;10;7
52;2023-06-13 14:10:56.204509;restaurant;3;9
53;2023-06-13 14:09:56.204509;restaurant;2;1
54;2023-06-13 14:08:56.204509;delivery;10;4
55;2023-06-13 14:07:56.204509;delivery;5;18
56;2023-06-13 14:06:56.204509;delivery;10;18
57;2023-06-13 14:05:56.204509;delivery;5;1
58;2023-06-13 14:04:56.204509;delivery;7;5
59;2023-06-13 14:03:56.204509;delivery;4;13
60;2023-06-13 14:02:56.204509;restaurant;2;7
61;2023-06-13 14:01:56.204509;delivery;4;9
62;2023-06-13 14:00:56.204509;restaurant;2;16
63;2023-06-13 13:59:56.204509;restaurant;7;6
64;2023-06-13 13:58:56.204509;delivery;5;2
65;2023-06-13 13:57:56.204509;delivery;2;17
66;2023-06-13 13:56:56.204509;restaurant;6;16
67;2023-06-13 13:55:56.204509;delivery;6;4
68;2023-06-13 13:54:56.204509;restaurant;8;9
69;2023-06-13 13:53:56.204509;restaurant;1;13
70;2023-06-13 13:52:56.204509;delivery;7;7
71;2023-06-13 13:51:56.204509;delivery;10;8
72;2023-06-13 13:50:56.204509;restaurant;5;2
73;2023-06-13 13:49:56.204509;restaurant;8;11
74;2023-06-13 13:48:56.204509;delivery;6;7
75;2023-06-13 13:47:56.204509;delivery;7;19
76;2023-06-13 13:46:56.204509;delivery;7;19
77;2023-06-13 13:45:56.204509;restaurant;10;3
78;2023-06-13 13:44:56.204509;delivery;6;20
79;2023-06-13 13:43:56.204509;restaurant;4;11
80;2023-06-13 13:42:56.204509;restaurant;9;6
81;2023-06-13 13:41:56.204509;restaurant;4;9
82;2023-06-13 13:40:56.204509;restaurant;8;10
83;2023-06-13 13:39:56.204509;delivery;3;4
84;2023-06-13 13:38:56.204509;restaurant;10;18
85;2023-06-13 13:37:56.204509;restaurant;3;4
86;2023-06-13 13:36:56.204509;delivery;10;13
87;2023-06-13 13:35:56.204509;delivery;9;11
88;2023-06-13 13:34:56.204509;delivery;7;3
89;2023-06-13 13:33:56.204509;restaurant;10;16
90;2023-06-13 13:32:56.204509;delivery;1;7
91;2023-06-13 13:31:56.204509;delivery;7;8
92;2023-06-13 13:30:56.204509;restaurant;2;10
93;2023-06-13 13:29:56.204509;delivery;3;18
94;2023-06-13 13:28:56.204509;delivery;8;4
95;2023-06-13 13:27:56.204509;delivery;5;18
96;2023-06-13 13:26:56.204509;delivery;2;4
97;2023-06-13 13:25:56.204509;delivery;10;14
98;2023-06-13 13:24:56.204509;restaurant;7;8
99;2023-06-13 13:23:56.204509;restaurant;7;19
100;2023-06-13 13:22:56.204509;restaurant;3;19
101;2023-06-13 13:21:56.204509;restaurant;10;16
102;2023-06-13 13:20:56.204509;restaurant;8;4
103;2023-06-13 13:19:56.204509;restaurant;1;18
104;2023-06-13 13:18:56.204509;restaurant;10;16
105;2023-06-13 13:17:56.204509;restaurant;9;14
106;2023-06-13 13:16:56.204509;delivery;10;11
107;2023-06-13 13:15:56.204509;restaurant;2;9
108;2023-06-13 13:14:56.204509;delivery;8;3
109;2023-06-13 13:13:56.204509;restaurant;1;15
110;2023-06-13 13:12:56.204509;delivery;4;9
111;2023-06-13 13:11:56.204509;restaurant;10;11
112;2023-06-13 13:10:56.204509;delivery;7;2
113;2023-06-13 13:09:56.204509;restaurant;2;3
114;2023-06-13 13:08:56.204509;restaurant;3;17
115;2023-06-13 13:07:56.204509;delivery;1;8
116;2023-06-13 13:06:56.204509;restaurant;6;9
117;2023-06-13 13:05:56.204509;delivery;8;7
118;2023-06-13 13:04:56.204509;restaurant;8;10
119;2023-06-13 13:03:56.204509;restaurant;1;14
120;2023-06-13 13:02:56.204509;restaurant;5;10
121;2023-06-13 13:01:56.204509;restaurant;9;2
122;2023-06-13 13:00:56.204509;restaurant;6;8
123;2023-06-13 12:59:56.204509;delivery;9;14
124;2023-06-13 12:58:56.204509;delivery;7;12
125;2023-06-13 12:57:56.204509;restaurant;3;18
126;2023-06-13 12:56:56.204509;restaurant;8;7
127;2023-06-13 12:55:56.204509;restaurant;9;19
128;2023-06-13 12:54:56.204509;delivery;8;3
129;2023-06-13 12:53:56.204509;restaurant;1;2
130;2023-06-13 12:52:56.204509;restaurant;10;4
131;2023-06-13 12:51:56.204509;restaurant;8;8
132;2023-06-13 12:50:56.204509;delivery;7;15
133;2023-06-13 12:49:56.204509;restaurant;2;7
134;2023-06-13 12:48:56.204509;delivery;5;18
135;2023-06-13 12:47:56.204509;restaurant;10;12
136;2023-06-13 12:46:56.204509;restaurant;4;2
137;2023-06-13 12:45:56.204509;delivery;4;4
138;2023-06-13 12:44:56.204509;restaurant;6;15
139;2023-06-13 12:43:56.204509;delivery;10;18
140;2023-06-13 12:42:56.204509;delivery;3;3
141;2023-06-13 12:41:56.204509;delivery;10;20
142;2023-06-13 12:40:56.204509;restaurant;1;2
143;2023-06-13 12:39:56.204509;delivery;6;11
144;2023-06-13 12:38:56.204509;restaurant;6;11
145;2023-06-13 12:37:56.204509;restaurant;6;8
146;2023-06-13 12:36:56.204509;delivery;5;7
147;2023-06-13 12:35:56.204509;delivery;5;13
148;2023-06-13 12:34:56.204509;delivery;1;20
149;2023-06-13 12:33:56.204509;restaurant;5;8
150;2023-06-13 12:32:56.204509;restaurant;5;4
151;2023-06-13 12:31:56.204509;delivery;6;16
152;2023-06-13 12:30:56.204509;restaurant;7;8
153;2023-06-13 12:29:56.204509;restaurant;9;16
154;2023-06-13 12:28:56.204509;restaurant;7;18
155;2023-06-13 12:27:56.204509;restaurant;6;17
156;2023-06-13 12:26:56.204509;restaurant;9;16
157;2023-06-13 12:25:56.204509;restaurant;2;10
158;2023-06-13 12:24:56.204509;delivery;6;12
159;2023-06-13 12:23:56.204509;delivery;7;10
160;2023-06-13 12:22:56.204509;delivery;6;7
161;2023-06-13 12:21:56.204509;delivery;1;4
162;2023-06-13 12:20:56.204509;restaurant;2;15
163;2023-06-13 12:19:56.204509;delivery;6;13
164;2023-06-13 12:18:56.204509;delivery;5;7
165;2023-06-13 12:17:56.204509;restaurant;6;4
166;2023-06-13 12:16:56.204509;restaurant;10;6
167;2023-06-13 12:15:56.204509;delivery;2;17
168;2023-06-13 12:14:56.204509;delivery;9;7
169;2023-06-13 12:13:56.204509;restaurant;7;11
170;2023-06-13 12:12:56.204509;delivery;7;11
171;2023-06-13 12:11:56.204509;restaurant;1;10
172;2023-06-13 12:10:56.204509;delivery;9;5
173;2023-06-13 12:09:56.204509;restaurant;6;18
174;2023-06-13 12:08:56.204509;restaurant;2;12
175;2023-06-13 12:07:56.204509;delivery;9;12
176;2023-06-13 12:06:56.204509;delivery;8;19
177;2023-06-13 12:05:56.204509;delivery;1;9
178;2023-06-13 12:04:56.204509;restaurant;7;17
179;2023-06-13 12:03:56.204509;delivery;2;18
180;2023-06-13 12:02:56.204509;restaurant;7;18
181;2023-06-13 12:01:56.204509;delivery;5;19
182;2023-06-13 12:00:56.204509;delivery;5;17
183;2023-06-13 11:59:56.204509;delivery;1;9
184;2023-06-13 11:58:56.204509;restaurant;9;7
185;2023-06-13 11:57:56.204509;restaurant;7;11
186;2023-06-13 11:56:56.204509;restaurant;1;1
187;2023-06-13 11:55:56.204509;restaurant;1;16
188;2023-06-13 11:54:56.204509;restaurant;4;7
189;2023-06-13 11:53:56.204509;delivery;8;1
190;2023-06-13 11:52:56.204509;delivery;8;8
191;2023-06-13 11:51:56.204509;delivery;3;2
192;2023-06-13 11:50:56.204509;delivery;1;18
193;2023-06-13 11:49:56.204509;restaurant;9;11
194;2023-06-13 11:48:56.204509;restaurant;5;17
195;2023-06-13 11:47:56.204509;delivery;3;18
196;2023-06-13 11:46:56.204509;delivery;5;10
197;2023-06-13 11:45:56.204509;restaurant;9;14
198;2023-06-13 11:44:56.204509;delivery;2;7
199;2023-06-13 11:43:56.204509;delivery;4;10
200;2023-06-13 11:42:56.204509;restaurant;1;10
201;2023-06-13 11:41:56.204509;restaurant;5;10
202;2023-06-13 11:40:56.204509;delivery;6;16
203;2023-06-13 11:39:56.204509;delivery;6;15
204;2023-06-13 11:38:56.204509;restaurant;8;5
205;2023-06-13 11:37:56.204509;restaurant;8;13
206;2023-06-13 11:36:56.204509;delivery;9;17
207;2023-06-13 11:35:56.204509;delivery;7;7
208;2023-06-13 11:34:56.204509;delivery;10;5
209;2023-06-13 11:33:56.204509;delivery;4;15
210;2023-06-13 11:32:56.204509;delivery;8;12
211;2023-06-13 11:31:56.204509;restaurant;6;8
212;2023-06-13 11:30:56.204509;delivery;5;18
213;2023-06-13 11:29:56.204509;delivery;4;19
214;2023-06-13 11:28:56.204509;delivery;6;14
215;2023-06-13 11:27:56.204509;delivery;8;16
216;2023-06-13 11:26:56.204509;delivery;6;12
217;2023-06-13 11:25:56.204509;restaurant;2;16
218;2023-06-13 11:24:56.204509;restaurant;7;10
219;2023-06-13 11:23:56.204509;delivery;4;2
220;2023-06-13 11:22:56.204509;restaurant;5;12
221;2023-06-13 11:21:56.204509;restaurant;4;9
222;2023-06-13 11:20:56.204509;restaurant;2;16
223;2023-06-13 11:19:56.204509;restaurant;2;6
224;2023-06-13 11:18:56.204509;restaurant;3;9
225;2023-06-13 11:17:56.204509;delivery;6;4
226;2023-06-13 11:16:56.204509;restaurant;2;6
227;2023-06-13 11:15:56.204509;restaurant;4;9
228;2023-06-13 11:14:56.204509;restaurant;9;2
229;2023-06-13 11:13:56.204509;delivery;3;6
230;2023-06-13 11:12:56.204509;restaurant;3;11
231;2023-06-13 11:11:56.204509;delivery;7;10
232;2023-06-13 11:10:56.204509;restaurant;9;13
233;2023-06-13 11:09:56.204509;delivery;6;9
234;2023-06-13 11:08:56.204509;delivery;3;9
235;2023-06-13 11:07:56.204509;delivery;5;15
236;2023-06-13 11:06:56.204509;delivery;4;4
237;2023-06-13 11:05:56.204509;delivery;3;18
238;2023-06-13 11:04:56.204509;delivery;7;4
239;2023-06-13 11:03:56.204509;delivery;1;1
240;2023-06-13 11:02:56.204509;delivery;10;2
241;2023-06-13 11:01:56.204509;delivery;4;3
242;2023-06-13 11:00:56.204509;restaurant;1;7
243;2023-06-13 10:59:56.204509;delivery;4;12
244;2023-06-13 10:58:56.204509;delivery;1;16
245;2023-06-13 10:57:56.204509;restaurant;6;15
246;2023-06-13 10:56:56.204509;delivery;7;13
247;2023-06-13 10:55:56.204509;restaurant;9;13
248;2023-06-13 10:54:56.204509;delivery;5;16
249;2023-06-13 10:53:56.204509;restaurant;7;11
250;2023-06-13 10:52:56.204509;delivery;8;6
251;2023-06-13 10:51:56.204509;delivery;6;8
252;2023-06-13 10:50:56.204509;restaurant;1;20
253;2023-06-13 10:49:56.204509;delivery;7;12
254;2023-06-13 10:48:56.204509;restaurant;8;14
255;2023-06-13 10:47:56.204509;restaurant;5;6
256;2023-06-13 10:46:56.204509;delivery;7;17
257;2023-06-13 10:45:56.204509;delivery;10;17
258;2023-06-13 10:44:56.204509;delivery;9;12
259;2023-06-13 10:43:56.204509;restaurant;8;10
260;2023-06-13 10:42:56.204509;restaurant;1;5
261;2023-06-13 10:41:56.204509;restaurant;2;9
262;2023-06-13 10:40:56.204509;restaurant;10;12
263;2023-06-13 10:39:56.204509;delivery;8;9
264;2023-06-13 10:38:56.204509;restaurant;10;1
265;2023-06-13 10:37:56.204509;delivery;10;16
266;2023-06-13 10:36:56.204509;delivery;4;3
267;2023-06-13 10:35:56.204509;restaurant;8;14
268;2023-06-13 10:34:56.204509;delivery;7;14
269;2023-06-13 10:33:56.204509;restaurant;9;19
270;2023-06-13 10:32:56.204509;delivery;2;6
271;2023-06-13 10:31:56.204509;restaurant;1;5
272;2023-06-13 10:30:56.204509;delivery;7;3
273;2023-06-13 10:29:56.204509;delivery;2;13
274;2023-06-13 10:28:56.204509;delivery;8;8
275;2023-06-13 10:27:56.204509;delivery;1;3
276;2023-06-13 10:26:56.204509;restaurant;8;9
277;2023-06-13 10:25:56.204509;restaurant;6;12
